issue_year,loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,income_band,verification_status,purpose,addr_state,dti,dti_band,fico,revol_util,delinq_2yrs,loan_status,is_default,risk_score,risk_segment
2015,18850.00,36,21.48,714.83,E,E5,0.0,MORTGAGE,55000.00,40-70k,"Not Verified",debt_consolidation,NV,15.56,10-20,702.0,38.40,0,"Charged Off",1,2,Medium
2015,21000.00,60,11.99,467.03,C,C1,10.0,MORTGAGE,82000.00,70-100k,"Not Verified",debt_consolidation,NY,15.07,10-20,732.0,35.00,0,"Fully Paid",0,1,Low
2015,10500.00,36,8.49,331.42,B,B1,4.0,MORTGAGE,60000.00,40-70k,"Not Verified",debt_consolidation,WV,15.39,10-20,687.0,62.60,1,"Fully Paid",0,2,Medium
2015,4575.00,36,17.27,163.73,D,D3,5.0,RENT,56000.00,40-70k,"Not Verified",house,NJ,10.03,10-20,667.0,27.00,1,"Charged Off",1,3,Medium
2015,5000.00,36,11.48,164.84,B,B5,1.0,RENT,17000.00,<40k,"Source Verified",other,NH,27.90,20-30,692.0,44.30,0,"Fully Paid",0,1,Low
2015,8000.00,36,6.99,246.99,A,A3,NULL,MORTGAGE,45000.00,40-70k,"Not Verified",home_improvement,RI,15.15,10-20,792.0,23.70,0,"Fully Paid",0,0,Low
2015,5000.00,36,11.99,166.05,C,C1,1.0,RENT,30000.00,<40k,"Source Verified",debt_consolidation,MD,9.16,0-10,677.0,28.30,0,"Charged Off",1,2,Medium
2015,9075.00,36,5.32,273.30,A,A1,10.0,MORTGAGE,40000.00,<40k,"Not Verified",credit_card,MT,8.39,0-10,817.0,16.30,0,"Fully Paid",0,0,Low
2015,12500.00,36,7.49,388.78,A,A4,10.0,RENT,52000.00,40-70k,"Not Verified",credit_card,CA,6.83,0-10,707.0,80.70,0,"Fully Paid",0,1,Low
2015,19600.00,60,15.77,474.25,D,D1,8.0,MORTGAGE,80000.00,70-100k,"Source Verified",debt_consolidation,NH,18.99,10-20,712.0,81.10,0,"Charged Off",1,2,Medium
2015,35000.00,36,13.99,1196.05,C,C4,2.0,MORTGAGE,90000.00,70-100k,"Source Verified",debt_consolidation,FL,10.97,10-20,742.0,12.30,0,"Fully Paid",0,1,Low
2015,28000.00,60,8.49,574.33,B,B1,1.0,MORTGAGE,75000.00,70-100k,"Not Verified",debt_consolidation,GA,24.83,20-30,687.0,72.00,0,"Fully Paid",0,1,Low
2015,14000.00,60,15.77,338.75,D,D1,1.0,RENT,45500.00,40-70k,"Not Verified",debt_consolidation,TX,19.24,10-20,692.0,25.90,0,"Charged Off",1,1,Low
2015,16000.00,36,9.80,514.78,B,B3,NULL,MORTGAGE,99906.00,70-100k,"Not Verified",credit_card,NY,6.97,0-10,662.0,69.80,0,"Fully Paid",0,2,Medium
2015,14000.00,36,5.32,421.61,A,A1,4.0,RENT,120000.00,100-150k,"Not Verified",debt_consolidation,CA,6.73,0-10,777.0,16.90,0,"Fully Paid",0,0,Low
2015,24000.00,36,8.49,757.51,B,B1,8.0,MORTGAGE,72000.00,70-100k,"Not Verified",debt_consolidation,TX,22.80,20-30,717.0,34.30,0,"Fully Paid",0,0,Low
2015,35000.00,36,13.99,1196.05,C,C4,6.0,OWN,75000.00,70-100k,"Source Verified",debt_consolidation,FL,18.19,10-20,687.0,69.60,0,"Fully Paid",0,2,Medium
2015,8000.00,36,11.48,263.74,B,B5,0.0,RENT,21610.00,<40k,Verified,credit_card,TN,31.06,30-40,707.0,48.40,0,"Fully Paid",0,1,Low
2015,3600.00,36,13.44,122.07,C,C3,1.0,RENT,25000.00,<40k,"Source Verified",debt_consolidation,PA,26.45,20-30,712.0,30.70,0,"Fully Paid",0,2,Medium
2015,10500.00,36,13.99,358.82,C,C4,10.0,MORTGAGE,110000.00,100-150k,"Not Verified",debt_consolidation,CA,30.73,30-40,662.0,81.20,1,"Fully Paid",0,5,High
2015,3000.00,36,11.48,98.90,B,B5,10.0,MORTGAGE,105000.00,100-150k,Verified,home_improvement,CA,12.09,10-20,687.0,57.90,0,"Fully Paid",0,0,Low
2015,16000.00,36,14.85,553.48,C,C5,2.0,RENT,43000.00,40-70k,"Source Verified",credit_card,NY,17.11,10-20,677.0,51.20,0,"Fully Paid",0,2,Medium
2015,8000.00,36,7.49,248.82,A,A4,10.0,MORTGAGE,57000.00,40-70k,"Not Verified",debt_consolidation,PA,25.01,20-30,742.0,41.10,0,"Fully Paid",0,1,Low
2015,19500.00,36,7.49,606.49,A,A4,0.0,RENT,85000.00,70-100k,"Not Verified",debt_consolidation,CA,13.74,10-20,732.0,70.70,0,"Fully Paid",0,1,Low
2015,2000.00,36,8.49,63.13,B,B1,8.0,MORTGAGE,140000.00,100-150k,"Source Verified",other,SC,6.78,0-10,847.5,6.80,0,"Fully Paid",0,0,Low
2015,16000.00,36,5.32,481.84,A,A1,8.0,MORTGAGE,96000.00,70-100k,"Not Verified",debt_consolidation,MN,14.45,10-20,727.0,29.80,0,"Fully Paid",0,0,Low
2015,3500.00,36,10.78,114.23,B,B4,8.0,MORTGAGE,122400.00,100-150k,"Source Verified",vacation,CA,17.97,10-20,662.0,58.60,0,"Fully Paid",0,1,Low
2015,24000.00,36,11.48,791.20,B,B5,3.0,OWN,95000.00,70-100k,Verified,debt_consolidation,IL,26.89,20-30,677.0,102.00,0,"Fully Paid",0,3,Medium
2015,6000.00,36,5.32,180.69,A,A1,2.0,OWN,120000.00,100-150k,"Not Verified",credit_card,NY,3.98,0-10,782.0,19.40,0,"Fully Paid",0,0,Low
2015,24000.00,36,7.91,751.08,A,A5,9.0,MORTGAGE,100000.00,70-100k,"Not Verified",debt_consolidation,MI,26.83,20-30,677.0,56.40,1,"Fully Paid",0,3,Medium
2015,14875.00,60,18.49,381.71,D,D5,3.0,RENT,37231.00,<40k,Verified,debt_consolidation,TN,36.30,30-40,667.0,27.90,1,"Charged Off",1,4,High
2015,10000.00,36,11.99,332.10,C,C1,7.0,RENT,45000.00,40-70k,"Not Verified",other,MD,37.55,30-40,687.0,24.40,0,"Fully Paid",0,2,Medium
2015,15000.00,36,6.99,463.09,A,A3,2.0,MORTGAGE,93000.00,70-100k,"Not Verified",credit_card,MA,14.86,10-20,757.0,43.20,0,"Fully Paid",0,0,Low
2015,10000.00,36,5.32,301.15,A,A1,10.0,RENT,68000.00,40-70k,"Not Verified",credit_card,IN,14.61,10-20,732.0,46.60,0,"Fully Paid",0,0,Low
2015,24000.00,60,19.48,628.93,E,E2,10.0,RENT,97000.00,70-100k,Verified,debt_consolidation,CO,7.23,0-10,687.0,52.50,0,"Fully Paid",0,2,Medium
2015,23525.00,60,17.97,597.00,D,D4,5.0,MORTGAGE,70000.00,40-70k,"Not Verified",debt_consolidation,NJ,13.33,10-20,677.0,90.90,0,"Fully Paid",0,3,Medium
2015,11000.00,36,10.78,358.99,B,B4,10.0,RENT,297000.00,150k+,Verified,other,MD,12.69,10-20,672.0,61.90,1,"Fully Paid",0,3,Medium
2015,24000.00,36,9.17,765.10,B,B2,2.0,MORTGAGE,210000.00,150k+,"Source Verified",debt_consolidation,MN,20.16,20-30,692.0,65.10,0,"Fully Paid",0,1,Low
2015,16000.00,36,8.49,505.01,B,B1,10.0,MORTGAGE,140000.00,100-150k,"Not Verified",credit_card,TX,14.68,10-20,672.0,77.30,2,"Fully Paid",0,3,Medium
2015,15000.00,60,7.91,303.51,A,A5,5.0,RENT,90000.00,70-100k,Verified,debt_consolidation,NY,17.07,10-20,687.0,62.00,0,"Charged Off",1,1,Low
2015,5000.00,36,11.99,166.05,C,C1,8.0,MORTGAGE,60000.00,40-70k,"Not Verified",debt_consolidation,GA,19.56,10-20,677.0,50.80,0,"Charged Off",1,2,Medium
2015,15000.00,36,10.78,489.52,B,B4,3.0,OWN,85000.00,70-100k,"Source Verified",credit_card,IN,10.14,10-20,687.0,44.70,0,"Fully Paid",0,0,Low
2015,15000.00,36,9.80,482.61,B,B3,10.0,RENT,60000.00,40-70k,"Not Verified",credit_card,OH,25.56,20-30,722.0,25.50,0,"Fully Paid",0,1,Low
2015,3500.00,36,13.99,119.61,C,C4,10.0,RENT,105000.00,100-150k,Verified,other,CA,17.65,10-20,667.0,78.90,0,"Fully Paid",0,3,Medium
2015,20000.00,36,9.17,637.58,B,B2,2.0,RENT,130000.00,100-150k,"Source Verified",debt_consolidation,NY,12.77,10-20,717.0,36.50,0,"Fully Paid",0,0,Low
2015,35000.00,60,18.49,898.13,D,D5,9.0,MORTGAGE,132500.00,100-150k,"Source Verified",debt_consolidation,TX,14.48,10-20,672.0,83.90,0,"Fully Paid",0,3,Medium
2015,2000.00,36,11.99,66.42,C,C1,10.0,MORTGAGE,180000.00,150k+,"Not Verified",other,IL,12.66,10-20,667.0,75.80,0,"Fully Paid",0,3,Medium
2015,12000.00,36,9.80,386.09,B,B3,2.0,RENT,39500.00,<40k,Verified,credit_card,TX,25.43,20-30,727.0,65.70,0,"Fully Paid",0,2,Medium
2015,8000.00,36,6.99,246.99,A,A3,1.0,MORTGAGE,80000.00,70-100k,"Not Verified",credit_card,PA,18.92,10-20,742.0,36.20,0,"Fully Paid",0,0,Low
2015,10000.00,36,9.80,321.74,B,B3,10.0,MORTGAGE,92000.00,70-100k,"Source Verified",debt_consolidation,WA,10.55,10-20,682.0,54.60,1,"Charged Off",1,1,Low
2015,35000.00,36,13.99,1196.05,C,C4,10.0,RENT,100000.00,70-100k,"Source Verified",debt_consolidation,CA,19.43,10-20,667.0,80.60,6,"Fully Paid",0,4,High
2015,25600.00,60,7.91,517.98,A,A5,3.0,OWN,150000.00,100-150k,"Not Verified",debt_consolidation,TX,10.88,10-20,742.0,31.90,0,"Fully Paid",0,0,Low
2015,4325.00,36,11.99,143.64,C,C1,10.0,OWN,90000.00,70-100k,"Not Verified",major_purchase,VA,16.96,10-20,732.0,37.80,1,"Fully Paid",0,2,Medium
2015,6000.00,36,6.99,185.24,A,A3,10.0,OWN,48000.00,40-70k,"Not Verified",credit_card,FL,33.78,30-40,762.0,26.60,0,"Fully Paid",0,1,Low
2015,18200.00,60,15.77,440.37,D,D1,8.0,RENT,65000.00,40-70k,"Not Verified",credit_card,GA,29.28,20-30,662.0,59.80,0,"Charged Off",1,3,Medium
2015,10000.00,36,6.99,308.73,A,A3,3.0,RENT,54000.00,40-70k,"Not Verified",credit_card,MN,19.38,10-20,702.0,65.30,0,"Fully Paid",0,1,Low
2015,30000.00,60,13.44,689.37,C,C3,5.0,MORTGAGE,81000.00,70-100k,"Source Verified",debt_consolidation,MD,12.03,10-20,727.0,52.50,3,"Fully Paid",0,2,Medium
2015,13200.00,36,5.32,397.52,A,A1,2.0,MORTGAGE,150000.00,100-150k,"Not Verified",home_improvement,TX,15.45,10-20,742.0,27.70,0,"Fully Paid",0,0,Low
2015,10000.00,36,6.99,308.73,A,A3,5.0,RENT,220000.00,150k+,"Not Verified",debt_consolidation,IL,4.76,0-10,712.0,47.60,0,"Fully Paid",0,0,Low
2015,3000.00,36,11.48,98.90,B,B5,5.0,MORTGAGE,75000.00,70-100k,"Source Verified",debt_consolidation,TX,22.82,20-30,667.0,56.40,1,"Fully Paid",0,2,Medium
2015,20000.00,36,9.80,643.47,B,B3,10.0,OWN,96000.00,70-100k,"Not Verified",debt_consolidation,FL,19.04,10-20,767.0,37.80,0,"Fully Paid",0,0,Low
2015,13875.00,60,11.99,308.58,C,C1,10.0,MORTGAGE,32500.00,<40k,"Source Verified",credit_card,LA,23.53,20-30,712.0,81.40,0,"Fully Paid",0,2,Medium
2015,18000.00,36,6.49,551.61,A,A2,10.0,MORTGAGE,76000.00,70-100k,Verified,debt_consolidation,TX,14.40,10-20,757.0,26.90,1,"Fully Paid",0,1,Low
2015,15225.00,36,8.49,480.55,B,B1,3.0,OWN,40000.00,<40k,"Not Verified",debt_consolidation,AL,21.21,20-30,687.0,31.00,0,"Charged Off",1,0,Low
2015,16000.00,60,11.48,351.73,B,B5,6.0,RENT,65000.00,40-70k,"Not Verified",debt_consolidation,FL,21.16,20-30,707.0,53.90,0,"Charged Off",1,0,Low
2015,21000.00,60,9.80,444.13,B,B3,7.0,RENT,125000.00,100-150k,"Not Verified",other,CA,6.20,0-10,752.0,3.20,0,"Charged Off",1,0,Low
2015,13000.00,60,16.59,320.23,D,D2,0.0,RENT,40000.00,<40k,Verified,debt_consolidation,HI,16.74,10-20,662.0,100.60,0,"Charged Off",1,3,Medium
2015,20000.00,36,7.91,625.90,A,A5,5.0,OWN,120000.00,100-150k,"Not Verified",major_purchase,CA,4.99,0-10,707.0,2.50,3,"Fully Paid",0,1,Low
2015,31075.00,36,7.49,966.49,A,A4,10.0,RENT,70000.00,40-70k,"Source Verified",credit_card,GA,17.18,10-20,727.0,48.60,0,"Fully Paid",0,0,Low
2015,18000.00,36,6.99,555.71,A,A3,10.0,OWN,120000.00,100-150k,"Not Verified",credit_card,CO,14.88,10-20,712.0,63.50,1,"Fully Paid",0,2,Medium
2015,5000.00,36,9.17,159.40,B,B2,NULL,MORTGAGE,74967.00,70-100k,Verified,other,WY,33.39,30-40,687.0,58.50,0,"Fully Paid",0,1,Low
2015,4675.00,36,17.27,167.31,D,D3,0.0,MORTGAGE,13000.00,<40k,"Not Verified",credit_card,MI,34.07,30-40,677.0,44.10,1,"Fully Paid",0,4,High
2015,6000.00,36,9.80,193.05,B,B3,4.0,MORTGAGE,85140.00,70-100k,"Not Verified",debt_consolidation,CA,14.42,10-20,712.0,57.50,0,"Fully Paid",0,0,Low
2015,12000.00,60,12.88,272.31,C,C2,10.0,MORTGAGE,90000.00,70-100k,"Not Verified",debt_consolidation,CA,12.62,10-20,662.0,30.60,0,"Fully Paid",0,2,Medium
2015,13000.00,60,13.99,302.42,C,C4,10.0,RENT,115000.00,100-150k,"Not Verified",home_improvement,AZ,9.90,0-10,702.0,45.20,0,"Fully Paid",0,1,Low
2015,1800.00,36,11.48,59.34,B,B5,10.0,RENT,50000.00,40-70k,"Not Verified",other,NY,20.38,20-30,662.0,95.70,0,"Fully Paid",0,2,Medium
2015,4475.00,36,16.59,158.64,D,D2,10.0,RENT,114000.00,100-150k,"Not Verified",credit_card,TN,8.36,0-10,672.0,44.00,4,"Fully Paid",0,3,Medium
2015,14400.00,36,6.49,441.29,A,A2,8.0,MORTGAGE,70000.00,40-70k,"Not Verified",debt_consolidation,NC,16.32,10-20,697.0,74.80,0,"Fully Paid",0,1,Low
2015,5875.00,36,7.91,183.86,A,A5,5.0,RENT,70000.00,40-70k,"Not Verified",debt_consolidation,CA,9.53,0-10,672.0,45.10,0,"Fully Paid",0,1,Low
2015,20000.00,36,17.97,722.75,D,D4,7.0,MORTGAGE,180000.00,150k+,"Not Verified",debt_consolidation,TX,25.10,20-30,662.0,92.10,0,"Fully Paid",0,4,High
2015,10000.00,36,6.99,308.73,A,A3,5.0,MORTGAGE,115000.00,100-150k,"Not Verified",debt_consolidation,RI,23.26,20-30,717.0,72.90,0,"Fully Paid",0,1,Low
2015,34100.00,60,12.88,773.79,C,C2,8.0,MORTGAGE,92892.00,70-100k,Verified,debt_consolidation,GA,29.14,20-30,737.0,65.20,0,"Fully Paid",0,3,Medium
2015,24000.00,36,11.48,791.20,B,B5,3.0,RENT,56457.00,40-70k,Verified,credit_card,MA,12.37,10-20,682.0,86.50,0,"Fully Paid",0,1,Low
2015,5200.00,36,10.78,169.71,B,B4,7.0,MORTGAGE,160000.00,150k+,"Not Verified",debt_consolidation,TX,8.00,0-10,662.0,39.70,1,"Fully Paid",0,2,Medium
2015,16800.00,36,11.99,557.93,C,C1,0.0,RENT,50000.00,40-70k,"Source Verified",debt_consolidation,CO,5.76,0-10,677.0,40.70,0,"Fully Paid",0,2,Medium
2015,10000.00,36,11.99,332.10,C,C1,7.0,RENT,40000.00,<40k,"Not Verified",debt_consolidation,NJ,10.95,10-20,667.0,27.20,0,"Fully Paid",0,2,Medium
2015,22000.00,60,17.97,558.30,D,D4,10.0,MORTGAGE,55000.00,40-70k,"Not Verified",debt_consolidation,MI,22.34,20-30,667.0,74.30,1,"Fully Paid",0,4,High
2015,28000.00,36,5.32,843.22,A,A1,10.0,MORTGAGE,144000.00,100-150k,Verified,debt_consolidation,IL,29.88,20-30,717.0,69.00,0,"Fully Paid",0,2,Medium
2015,7200.00,36,6.49,220.65,A,A2,10.0,MORTGAGE,60000.00,40-70k,"Not Verified",credit_card,TN,20.68,20-30,727.0,67.50,0,"Fully Paid",0,1,Low
2015,18000.00,36,11.99,597.78,C,C1,9.0,RENT,41000.00,40-70k,"Not Verified",debt_consolidation,CA,38.35,30-40,692.0,61.80,0,"Fully Paid",0,3,Medium
2015,8400.00,36,7.49,261.26,A,A4,1.0,OWN,30000.00,<40k,"Not Verified",debt_consolidation,OK,29.20,20-30,732.0,46.00,0,"Fully Paid",0,1,Low
2015,5000.00,36,14.85,172.96,C,C5,2.0,RENT,67000.00,40-70k,"Source Verified",credit_card,PA,31.08,30-40,672.0,57.60,0,"Fully Paid",0,3,Medium
2015,5000.00,36,9.80,160.87,B,B3,10.0,RENT,55000.00,40-70k,"Not Verified",debt_consolidation,CA,10.93,10-20,667.0,58.00,0,"Charged Off",1,1,Low
2015,2400.00,36,11.48,79.12,B,B5,5.0,MORTGAGE,60000.00,40-70k,Verified,debt_consolidation,NC,24.14,20-30,672.0,62.60,0,"Charged Off",1,2,Medium
2015,15000.00,36,5.32,451.73,A,A1,9.0,OWN,60000.00,40-70k,"Not Verified",debt_consolidation,TX,21.48,20-30,792.0,15.70,0,"Fully Paid",0,0,Low
2015,6075.00,36,9.17,193.67,B,B2,9.0,MORTGAGE,64400.00,40-70k,Verified,debt_consolidation,NJ,27.37,20-30,732.0,17.70,0,"Fully Paid",0,1,Low
2015,20000.00,36,10.78,652.70,B,B4,2.0,RENT,55000.00,40-70k,Verified,debt_consolidation,IL,22.58,20-30,672.0,62.90,0,"Fully Paid",0,2,Medium
2015,6025.00,36,14.85,208.42,C,C5,10.0,RENT,110000.00,100-150k,Verified,debt_consolidation,MA,21.32,20-30,667.0,38.40,1,"Fully Paid",0,3,Medium
2015,8400.00,36,9.17,267.79,B,B2,2.0,MORTGAGE,70000.00,40-70k,"Source Verified",debt_consolidation,GA,12.96,10-20,692.0,60.50,0,"Fully Paid",0,1,Low
2015,15000.00,60,12.88,340.38,C,C2,2.0,RENT,90000.00,70-100k,"Not Verified",debt_consolidation,CA,21.17,20-30,712.0,35.00,0,"Fully Paid",0,1,Low
2015,12000.00,36,15.77,420.53,D,D1,0.0,MORTGAGE,143000.00,100-150k,"Source Verified",debt_consolidation,CA,3.61,0-10,697.0,30.20,1,"Fully Paid",0,2,Medium
2015,28800.00,36,12.88,968.73,C,C2,8.0,MORTGAGE,60000.00,40-70k,"Not Verified",home_improvement,VA,6.68,0-10,702.0,48.00,0,"Fully Paid",0,1,Low
2015,5000.00,36,5.32,150.58,A,A1,10.0,MORTGAGE,60000.00,40-70k,"Not Verified",debt_consolidation,CA,19.22,10-20,732.0,16.90,0,"Fully Paid",0,0,Low
2015,5000.00,36,12.88,168.19,C,C2,7.0,MORTGAGE,60000.00,40-70k,"Not Verified",home_improvement,VA,30.24,30-40,687.0,44.90,2,"Fully Paid",0,3,Medium
2015,31500.00,60,11.99,700.55,C,C1,10.0,MORTGAGE,120000.00,100-150k,"Source Verified",debt_consolidation,CA,10.55,10-20,757.0,25.50,0,"Fully Paid",0,1,Low
2015,24000.00,60,18.49,615.86,D,D5,10.0,RENT,165000.00,150k+,"Source Verified",debt_consolidation,CA,13.05,10-20,662.0,79.10,1,"Fully Paid",0,4,High
2015,20000.00,60,12.88,453.84,C,C2,0.0,MORTGAGE,110000.00,100-150k,Verified,debt_consolidation,TX,23.89,20-30,672.0,57.00,0,"Charged Off",1,2,Medium
2015,24000.00,60,10.78,519.19,B,B4,2.0,MORTGAGE,110000.00,100-150k,Verified,debt_consolidation,MI,20.82,20-30,737.0,34.60,0,"Fully Paid",0,0,Low
2015,21850.00,60,17.27,546.21,D,D3,10.0,MORTGAGE,65000.00,40-70k,"Not Verified",debt_consolidation,NY,12.74,10-20,662.0,97.20,2,"Fully Paid",0,4,High
2015,9500.00,36,6.49,291.13,A,A2,10.0,MORTGAGE,126500.00,100-150k,"Not Verified",home_improvement,AL,8.67,0-10,682.0,18.80,1,"Fully Paid",0,1,Low
2015,20000.00,36,8.49,631.26,B,B1,10.0,MORTGAGE,98000.00,70-100k,"Not Verified",debt_consolidation,MN,16.70,10-20,677.0,71.80,1,"Fully Paid",0,3,Medium
2015,20000.00,60,16.59,492.66,D,D2,10.0,MORTGAGE,135000.00,100-150k,"Source Verified",home_improvement,TX,26.92,20-30,687.0,78.00,0,"Charged Off",1,3,Medium
2015,20000.00,60,12.88,453.84,C,C2,0.0,RENT,65000.00,40-70k,"Not Verified",credit_card,MA,16.93,10-20,737.0,24.10,0,"Fully Paid",0,1,Low
2015,12000.00,36,6.99,370.48,A,A3,10.0,MORTGAGE,50000.00,40-70k,"Not Verified",credit_card,VA,20.12,20-30,792.0,28.90,0,"Fully Paid",0,0,Low
2015,10000.00,36,12.88,336.37,C,C2,10.0,MORTGAGE,65000.00,40-70k,"Source Verified",debt_consolidation,AL,14.73,10-20,672.0,48.30,0,"Fully Paid",0,2,Medium
2015,12000.00,60,9.80,253.79,B,B3,10.0,MORTGAGE,36500.00,<40k,"Not Verified",debt_consolidation,SC,18.91,10-20,807.0,26.50,0,"Fully Paid",0,0,Low
2015,12000.00,60,7.91,242.81,A,A5,8.0,MORTGAGE,75000.00,70-100k,"Not Verified",debt_consolidation,GA,6.40,0-10,752.0,59.80,0,"Fully Paid",0,0,Low
2015,6425.00,36,15.77,225.16,D,D1,1.0,RENT,41000.00,40-70k,"Not Verified",debt_consolidation,NJ,2.87,0-10,672.0,7.00,1,"Fully Paid",0,3,Medium
2015,12700.00,36,17.97,458.95,D,D4,3.0,RENT,32760.00,<40k,"Not Verified",debt_consolidation,PA,34.32,30-40,677.0,38.10,0,"Fully Paid",0,3,Medium
2015,35000.00,36,13.99,1196.05,C,C4,10.0,OWN,121000.00,100-150k,"Source Verified",credit_card,NY,9.23,0-10,682.0,34.80,0,"Fully Paid",0,1,Low
2015,15000.00,36,13.99,512.60,C,C4,2.0,OWN,48000.00,40-70k,"Source Verified",credit_card,NV,31.29,30-40,672.0,41.70,0,"Charged Off",1,3,Medium
2015,20550.00,60,16.59,506.21,D,D2,10.0,RENT,60000.00,40-70k,"Not Verified",debt_consolidation,NV,26.38,20-30,717.0,39.70,0,"Fully Paid",0,2,Medium
2015,25000.00,36,6.99,771.82,A,A3,10.0,MORTGAGE,127000.00,100-150k,"Source Verified",home_improvement,TX,25.48,20-30,727.0,39.10,1,"Fully Paid",0,2,Medium
2015,14000.00,60,19.48,366.88,E,E2,10.0,RENT,115000.00,100-150k,"Source Verified",debt_consolidation,CA,13.36,10-20,662.0,48.20,0,"Fully Paid",0,3,Medium
2015,16925.00,60,21.48,462.46,E,E5,10.0,RENT,47000.00,40-70k,Verified,major_purchase,MN,22.09,20-30,682.0,42.00,0,"Charged Off",1,2,Medium
2015,4700.00,36,13.44,159.36,C,C3,3.0,RENT,22000.00,<40k,Verified,debt_consolidation,FL,17.64,10-20,707.0,26.70,0,"Fully Paid",0,1,Low
2015,5000.00,36,8.49,157.82,B,B1,NULL,OWN,25000.00,<40k,"Not Verified",debt_consolidation,KY,13.63,10-20,677.0,20.10,0,"Fully Paid",0,1,Low
2015,12000.00,36,14.85,415.11,C,C5,2.0,MORTGAGE,92500.00,70-100k,"Source Verified",debt_consolidation,GA,17.66,10-20,672.0,2.40,1,"Fully Paid",0,3,Medium
2015,12000.00,36,9.80,386.09,B,B3,10.0,RENT,55000.00,40-70k,"Source Verified",debt_consolidation,MD,12.61,10-20,662.0,63.20,1,"Fully Paid",0,3,Medium
2015,15000.00,36,6.99,463.09,A,A3,1.0,MORTGAGE,117000.00,100-150k,"Source Verified",debt_consolidation,WA,4.66,0-10,702.0,20.40,2,"Fully Paid",0,1,Low
2015,4900.00,36,13.44,166.15,C,C3,2.0,MORTGAGE,123000.00,100-150k,"Not Verified",debt_consolidation,FL,25.60,20-30,687.0,64.80,0,"Fully Paid",0,3,Medium
2015,18000.00,36,7.49,559.83,A,A4,0.0,MORTGAGE,70000.00,40-70k,"Source Verified",credit_card,MO,16.82,10-20,692.0,87.20,1,"Fully Paid",0,2,Medium
2015,18000.00,60,14.85,426.81,C,C5,5.0,RENT,48000.00,40-70k,"Source Verified",debt_consolidation,CO,19.76,10-20,662.0,30.90,5,"Charged Off",1,3,Medium
2015,25000.00,36,17.27,894.69,D,D3,10.0,MORTGAGE,120000.00,100-150k,"Not Verified",debt_consolidation,AL,21.33,20-30,662.0,74.20,2,"Charged Off",1,4,High
2015,15000.00,36,12.88,504.55,C,C2,10.0,MORTGAGE,50000.00,40-70k,"Not Verified",debt_consolidation,MI,13.92,10-20,667.0,40.10,0,"Fully Paid",0,2,Medium
2015,3600.00,36,11.48,118.68,B,B5,1.0,MORTGAGE,97000.00,70-100k,"Source Verified",car,IL,18.93,10-20,662.0,59.70,1,"Fully Paid",0,2,Medium
2015,33000.00,36,8.49,1041.58,B,B1,5.0,MORTGAGE,92250.00,70-100k,Verified,other,VA,20.68,20-30,737.0,36.60,0,"Fully Paid",0,0,Low
2015,14950.00,60,18.99,387.73,E,E1,10.0,MORTGAGE,68000.00,40-70k,Verified,debt_consolidation,WI,31.36,30-40,687.0,57.00,1,"Fully Paid",0,4,High
2015,15000.00,36,12.88,504.55,C,C2,10.0,MORTGAGE,154000.00,150k+,"Not Verified",debt_consolidation,NJ,35.77,30-40,732.0,47.00,1,"Fully Paid",0,3,Medium
2015,7000.00,36,16.59,248.15,D,D2,2.0,MORTGAGE,30100.00,<40k,Verified,debt_consolidation,OH,25.68,20-30,682.0,64.80,3,"Fully Paid",0,4,High
2015,35000.00,36,12.88,1177.27,C,C2,4.0,RENT,98000.00,70-100k,"Source Verified",debt_consolidation,MO,18.93,10-20,692.0,40.40,0,"Fully Paid",0,1,Low
2015,8000.00,36,8.49,252.51,B,B1,NULL,MORTGAGE,58000.00,40-70k,"Not Verified",credit_card,CA,5.90,0-10,732.0,30.10,0,"Fully Paid",0,0,Low
2015,20000.00,36,11.99,664.20,C,C1,8.0,MORTGAGE,40000.00,<40k,"Not Verified",credit_card,NY,22.84,20-30,712.0,22.60,0,"Charged Off",1,1,Low
2015,14375.00,60,19.89,379.98,E,E3,0.0,MORTGAGE,80000.00,70-100k,"Source Verified",debt_consolidation,TX,37.32,30-40,697.0,62.10,0,"Fully Paid",0,4,High
2015,21000.00,36,9.17,669.46,B,B2,0.0,MORTGAGE,85000.00,70-100k,"Not Verified",debt_consolidation,MA,10.51,10-20,707.0,41.60,0,"Fully Paid",0,0,Low
2015,3700.00,36,12.88,124.46,C,C2,10.0,OWN,65000.00,40-70k,"Source Verified",debt_consolidation,VA,20.81,20-30,702.0,8.10,1,"Fully Paid",0,2,Medium
2015,8400.00,36,9.17,267.79,B,B2,10.0,RENT,85000.00,70-100k,"Not Verified",credit_card,NH,26.77,20-30,662.0,45.90,1,"Charged Off",1,3,Medium
2015,7200.00,36,11.48,237.36,B,B5,1.0,RENT,22000.00,<40k,"Not Verified",debt_consolidation,TX,23.57,20-30,752.0,8.60,0,"Fully Paid",0,0,Low
2015,16800.00,36,8.49,530.26,B,B1,8.0,MORTGAGE,85400.00,70-100k,"Not Verified",debt_consolidation,PA,17.27,10-20,707.0,43.50,0,"Fully Paid",0,0,Low
2015,9000.00,36,5.32,271.04,A,A1,7.0,MORTGAGE,150000.00,100-150k,"Not Verified",major_purchase,HI,0.63,0-10,797.0,7.00,0,"Fully Paid",0,0,Low
